ASN,Time,GT,CC
36727,14:00-15:00,0,0
36923,14:00-15:00,0,0
36937,14:00-15:00,0,0
36943,14:00-15:00,0,0
36947,14:00-15:00,0,0
36992,14:00-15:00,0,0
37903,14:00-15:00,0,0
37986,14:00-15:00,0,0
38264,14:00-15:00,0,0
38266,14:00-15:00,0,0
38285,14:00-15:00,0,0
38322,14:00-15:00,0,0
38356,14:00-15:00,0,0
38660,14:00-15:00,0,0
38661,14:00-15:00,0,0
38710,14:00-15:00,0,0
39229,14:00-15:00,0,0
39354,14:00-15:00,0,0
39501,14:00-15:00,0,0
39651,14:00-15:00,0,0
41440,14:00-15:00,0,0
41592,14:00-15:00,0,0
42298,14:00-15:00,0,0
42337,14:00-15:00,0,0
42610,14:00-15:00,0,0
42863,14:00-15:00,0,0
42926,14:00-15:00,0,0
43205,14:00-15:00,0,0
43234,14:00-15:00,0,0
43447,14:00-15:00,0,0
43733,14:00-15:00,0,0
44038,14:00-15:00,0,0
44244,14:00-15:00,0,0
44395,14:00-15:00,0,0
44957,14:00-15:00,0,0
45143,14:00-15:00,1,0
45271,14:00-15:00,0,0
45514,14:00-15:00,0,0
45543,14:00-15:00,0,0
45595,14:00-15:00,0,0
45609,14:00-15:00,0,0
45753,14:00-15:00,0,0
45899,14:00-15:00,0,0
45951,14:00-15:00,0,0
46475,14:00-15:00,0,0
46844,14:00-15:00,0,0
47165,14:00-15:00,0,0
47395,14:00-15:00,0,0
47524,14:00-15:00,0,0
47926,14:00-15:00,0,0
48161,14:00-15:00,0,0
49060,14:00-15:00,0,0
49363,14:00-15:00,0,0
52228,14:00-15:00,0,0
53006,14:00-15:00,0,0
55441,14:00-15:00,0,0
55577,14:00-15:00,0,0
55714,14:00-15:00,0,0
55740,14:00-15:00,0,0
55831,14:00-15:00,0,0
56040,14:00-15:00,0,0
56041,14:00-15:00,0,0
56042,14:00-15:00,0,0
56046,14:00-15:00,0,0
56047,14:00-15:00,0,0
56048,14:00-15:00,0,0
131090,14:00-15:00,0,0
131222,14:00-15:00,0,0
197248,14:00-15:00,0,0
